Unnamed: 0;Место;Пилот;Команда;Q1;Q2;Q3;gp_ind
3663;3;127;37;1:31.920;1:30.931;1:30.541;167
3664;4;99;37;1:32.416;1:31.061;1:30.595;167
3665;5;17;31;1:32.254;1:30.803;1:30.758;167
3666;6;78;16;1:32.527;1:31.651;1:31.478;167
3667;7;25;30;1:32.838;1:31.848;1:31.582;167
3668;8;145;38;1:32.586;1:31.778;1:31.607;167
3669;9;83;16;1:32.768;1:31.484;1:31.658;167
3670;10;1;30;1:33.049;1:32.010;1:31.704;167
3671;11;68;48;1:32.267;1:32.034;-;167
3672;12;79;38;1:32.576;1:32.100;-;167
3673;13;115;48;1:33.000;1:32.307;-;167
3674;14;106;43;1:32.650;1:32.402;-;167
3675;15;32;43;1:32.547;1:32.558;-;167
3676;16;38;17;1:33.308;-;-;167
3677;17;63;17;1:33.434;-;-;167
3678;18;26;39;1:33.483;-;-;167
3679;19;156;39;1:33.970;-;-;167
3680;20;128;15;БВ;-;-;167
3681;1;144;31;1:29.047;1:27.819;1:27.319;168
3682;2;17;31;1:29.332;1:28.543;1:27.651;168
3683;3;128;15;1:29.352;1:28.225;1:27.791;168
3684;4;99;37;1:29.475;1:28.935;1:28.306;168
3685;5;127;37;1:29.181;1:28.747;1:28.332;168
3686;6;93;15;1:29.163;1:29.079;1:28.498;168
3687;7;78;16;1:30.115;1:29.199;1:29.111;168
3688;8;83;16;1:29.696;1:29.343;1:29.260;168
3689;9;68;48;1:30.352;1:29.687;1:29.480;168
3690;10;1;30;1:30.525;1:29.749;1:30.687;168
3691;11;25;30;1:30.654;1:29.778;-;168
3692;12;145;38;1:30.252;1:29.879;-;168
3693;13;63;17;1:30.774;1:29.972;-;168
3694;14;79;38;1:30.516;1:30.022;-;168
3695;15;106;43;1:30.565;1:30.413;-;168
3696;16;38;17;1:30.849;-;-;168
3697;17;32;43;1:31.317;-;-;168
3698;18;115;48;1:31.409;-;-;168
3699;19;156;39;1:31.597;-;-;168
3700;20;26;39;1:31.885;-;-;168
3701;1;144;31;1:34.822;1:33.437;1:33.108;169
3702;2;128;15;1:35.420;1:34.103;1:33.347;169
3703;3;17;31;1:35.309;1:33.769;1:33.568;169
3704;4;99;37;1:35.991;1:34.495;1:33.577;169
3705;5;93;15;1:35.649;1:33.840;1:33.577;169
3706;6;127;37;1:34.899;1:34.716;1:33.658;169
3707;7;78;16;1:35.849;1:35.113;1:34.647;169
3708;8;106;38;1:35.517;1:34.899;1:34.852;169
3709;9;1;30;1:35.712;1:35.046;1:35.007;169
3710;10;83;16;1:36.358;1:34.789;1:35.148;169
3711;11;68;48;1:35.603;1:35.113;-;169
3712;12;49;43;1:36.073;1:35.529;-;169
3713;13;25;30;1:36.286;1:35.641;-;169
3714;14;38;17;1:36.835;1:35.870;-;169
3715;15;145;38;1:35.740;БВ;-;169
3716;16;156;39;1:36.842;-;-;169
3717;17;115;48;1:36.868;-;-;169
3718;18;136;43;1:36.889;-;-;169
3719;19;26;39;1:37.179;-;-;169
3720;20;63;17;1:37.394;-;-;169
3721;1;128;15;1:17.665;1:16.870;1:16.488;170
3722;2;127;37;1:17.630;1:16.524;1:16.574;170
3723;3;144;31;1:17.518;1:17.035;1:16.934;170
3724;4;17;31;1:17.578;1:17.161;1:16.958;170
3725;5;93;15;1:18.148;1:17.534;1:17.238;170
3726;6;78;16;1:18.336;1:17.827;1:17.437;170
3727;7;99;37;1:18.208;1:17.631;1:17.447;170
3728;8;145;38;1:18.322;1:17.792;1:17.466;170
3729;9;106;38;1:18.405;1:17.753;1:17.794;170
3730;10;83;16;1:18.020;1:17.868;1:17.807;170
3731;11;68;48;1:18.570;1:18.099;-;170
3732;12;115;48;1:18.902;1:19.159;-;170
3733;13;136;43;1:18.683;БВ;-;170
3734;14;1;30;1:17.710;БВ;-;170
3735;15;25;30;1:18.578;БВ;-;170
3736;16;156;39;1:19.176;-;-;170
3737;17;26;39;1:19.333;-;-;170
3738;18;63;17;1:19.443;-;-;170
3739;19;38;17;1:19.473;-;-;170
3740;20;32;43;БВ;-;-;170
3741;1;17;31;1:09.452;1:08.638;1:08.322;171
3742;2;128;15;1:09.643;1:08.494;1:08.360;171
3743;3;93;15;1:09.405;1:09.116;1:08.538;171
3744;4;127;37;1:09.820;1:09.050;1:08.925;171
3745;5;99;37;1:09.828;1:09.533;1:09.330;171
3746;6;83;16;1:10.145;1:09.760;1:09.598;171
3747;7;1;30;1:10.172;1:09.593;1:09.617;171
3748;8;145;38;1:10.078;1:09.726;1:09.703;171
3749;9;106;38;1:10.227;1:09.768;1:09.805;171
3750;10;68;48;1:09.789;1:09.612;1:09.841;171
3751;11;78;16;1:10.168;1:09.830;-;171
3752;12;38;17;1:10.148;1:09.879;-;171
3753;13;25;30;1:10.286;1:10.116;-;171
3754;14;63;17;1:10.521;1:10.154;-;171
3755;15;136;43;1:10.625;БВ;-;171
3756;16;26;39;1:10.678;-;-;171
3757;17;32;43;1:10.686;-;-;171
3758;18;115;48;1:10.776;-;-;171
3759;19;156;39;1:10.875;-;-;171
3760;20;144;31;БВ;-;-;171
3761;1;17;31;1:37.356;1:36.822;1:36.231;172
3762;2;144;31;1:37.391;1:36.742;1:36.403;172
3763;3;128;15;1:37.817;1:37.023;1:36.777;172
3764;4;99;37;1:38.016;1:37.583;1:36.959;172
3765;5;93;15;1:37.453;1:37.302;1:36.985;172
3766;6;127;37;1:38.021;1:37.777;1:37.328;172
3767;7;145;38;1:38.781;1:38.138;1:38.282;172
3768;8;83;16;1:38.601;1:38.359;1:38.374;172
3769;9;78;16;1:38.896;1:38.392;1:38.397;172
3770;10;68;48;1:38.629;1:38.565;1:38.550;172
3771;11;1;30;1:38.820;1:38.636;-;172
3772;12;106;38;1:38.810;1:38.725;-;172
3773;13;25;30;1:38.777;1:38.808	;-;172
3774;14;63;17;1:39.395;1:39.298;-;172
3775;15;115;48;1:39.503;1:39.646;-;172
3776;16;38;17;1:39.516;-;-;172
3777;17;32;43;1:39.724;-;-;172
3778;18;26;39;1:39.930;-;-;172
3779;19;156;39;1:39.994;-;-;172
3780;20;136;43;1:40.471;-;-;172
3781;1;144;31;1:22.824;1:22.051;1:21.164;173
3782;2;93;15;1:23.096;1:22.507;1:21.828;173
3783;3;128;15;1:23.348;1:21.944;1:21.838;173
3784;4;127;37;1:23.483;1:22.416;1:21.879;173
3785;5;99;37;1:23.494;1:22.897;1:22.152;173
3786;6;63;17;1:23.909;1:23.300;1:23.187;173
3787;7;38;17;1:23.671;1:23.468;1:23.339;173
3788;8;145;38;1:23.782;1:23.544;1:23.532;173
3789;9;106;38;1:23.529;1:23.061;1:23.577;173
3790;10;17;31;1:23.686;1:22.089;БВ;173
3791;11;1;30;1:23.597;1:23.692;-;173
3792;12;25;30;1:24.073;1:23.853;-;173
3793;13;83;16;1:24.344;1:24.005;-;173
3794;14;115;48;1:24.464;1:24.230;-;173
3795;15;78;16;1:24.503;1:24.786;-;173
3796;16;136;43;1:24.532;-;-;173
3797;17;156;39;1:24.556;-;-;173
3798;18;60;39;1:24.636;-;-;173
3799;19;112;48;1:24.922;-;-;173
3800;20;32;43;1:25.295;-;-;173
3801;1;128;15;1:29.060;1:28.341;1:27.958;174
3802;2;93;15;1:28.951;1:28.515;1:28.101;174
3803;3;17;31;1:29.275;1:28.794;1:28.124;174
3804;4;144;31;1:29.396;1:28.458;1:28.220;174
3805;5;99;37;1:29.552;1:28.962;1:28.398;174
3806;6;32;43;1:30.121;1:29.836;1:29.329;174
3807;7;63;17;1:29.594;1:29.623;1:29.358;174
3808;8;145;38;1:30.260;1:29.187;1:29.570;174
3809;9;78;16;1:30.338;1:30.009;1:29.874;174
3810;10;106;38;1:29.893;1:29.802;1:29.986;174
3811;11;136;43;1:30.412;1:30.105;-;174
3812;12;83;16;1:30.218;1:30.156;-;174
3813;13;1;30;1:30.530;1:30.212;-;174
3814;14;25;30;1:30.479;1:30.525;-;174
3815;15;127;37;1:29.374;БВ;-;174
3816;16;38;17;1:30.530;-;-;174
3817;17;156;39;1:31.063;-;-;174
3818;18;112;48;1:31.063;-;-;174
3819;19;60;39;1:31.420;-;-;174
3820;20;115;48;1:31.503;-;-;174
3821;1;128;15;1:32.171;1:32.385;1:31.095;175
3822;2;93;15;1:32.474;1:32.286;1:31.182;175
3823;3;17;31;1:32.921;1:32.063;1:31.625;175
3824;4;144;31;1:33.283;1:31.914;1:31.675;175
3825;5;127;37;1:32.932;1:32.809;1:31.796;175
3826;6;99;37;1:33.877;1:32.688;1:31.948;175
3827;7;145;38;1:33.545;1:32.494;1:32.532;175
3828;8;83;16;1:33.464;1:32.931;1:32.758;175
3829;9;106;38;1:33.315;1:32.970;1:32.819;175
3830;10;38;17;1:33.238;1:32.524;1:32.855;175
3831;11;63;17;1:33.359;1:32.986;-;175
3832;12;78;16;1:33.585;1:33.057;-;175
3833;13;1;30;1:33.428;1:33.232;-;175
3834;14;25;30;1:33.824;1:33.505;-;175
3835;15;136;43;1:34.013;1:33.795;-;175
3836;16;112;48;1:34.062;-;-;175
3837;17;32;43;1:34.101;-;-;175
3838;18;115;48;1:34.285;-;-;175
3839;19;60;39;1:34.454;-;-;175
3840;20;156;39;1:34.914;-;-;175
3841;1;128;15;1:42.762;1:43.015;1:41.498;176
3842;2;144;31;1:42.693;1:42.676;1:41.677;176
3843;3;17;31;1:43.355;1:42.679;1:41.837;176
3844;4;99;37;1:42.857;1:43.482;1:41.911;176
3845;5;127;37;1:42.642;1:42.901;1:41.994;176
3846;6;93;15;1:42.538;1:42.510;1:42.490;176
3847;7;78;16;1:43.021;1:42.967;1:42.523;176
3848;8;83;16;1:43.992;1:43.366;1:42.547;176
3849;9;145;38;1:43.746;1:43.232;1:43.066;176
3850;10;106;38;1:43.426;1:43.464;1:43.351;176
3851;11;115;48;1:44.359;1:43.585;-;176
3852;12;112;48;1:44.261;1:43.886;-;176
3853;13;1;30;1:44.010;1:44.019;-;176
3854;14;60;39;1:43.752;1:44.074;-;176
3855;15;63;17;1:43.674;1:44.759;-;176
3856;16;25;30;1:44.489;-;-;176
3857;17;32;43;1:44.496;-;-;176
3858;18;156;39;1:45.541;-;-;176
3859;19;136;43;1:57.354;-;-;176
3860;20;38;17;БВ;-;-;176
3861;1;144;31;1:17.633;1:17.166;1:16.173;177
3862;2;17;31;1:17.674;1:17.111;1:16.213;177
3863;3;128;15;1:17.031;1:16.802;1:16.305;177
3864;4;93;15;1:17.483;1:17.071;1:16.612;177
3865;5;127;37;1:17.411;1:17.266;1:16.816;177
3866;6;99;37;1:17.623;1:17.638;1:16.818;177
3867;7;63;17;1:18.169;1:17.618;1:17.676;177
3868;8;1;30;1:18.276;1:18.100;1:17.721;177
3869;9;106;38;1:18.480;1:17.803;1:17.790;177
3870;10;38;17;1:18.305;1:17.699;1:17.835;177
3871;11;25;30;1:18.885;1:18.323;-;177
3872;12;32;43;1:18.550;1:18.463;-;177
3873;13;78;16;1:18.813;1:18.696;-;177
3874;14;60;39;1:18.661;1:18.910;-;177
3875;15;83;16;1:18.740;1:19.098;-;177
3876;16;145;38;1:18.923;-;-;177
3877;17;156;39;1:19.493;-;-;177
3878;18;112;48;1:19.695;-;-;177
3879;19;115;48;1:20.225;-;-;177
3880;20;136;43;БВ;-;-;177
3881;1;99;37;1:12.013;1:11.278;1:10.810;178
3882;2;128;15;1:12.415;1:11.518;1:11.039;178
3883;3;144;31;1:12.460;1:11.584;1:11.232;178
3884;4;93;15;1:12.639;1:11.391;1:11.266;178
3885;5;17;31;1:12.434;1:12.002;1:11.441;178
3886;6;78;16;1:13.028;1:12.188;1:12.061;178
3887;7;1;30;1:12.657;1:12.269;1:12.110;178
3888;8;106;38;1:12.950;1:12.286	;1:12.130;178
3889;9;83;16;1:12.848;1:12.194;1:12.154;178
3890;10;32;43;1:12.941;1:12.313;1:12.221;178
3891;11;145;38;1:13.065;1:12.411;-;178
3892;12;25;30;1:12.463;1:12.440;-;178
3893;13;112;48;1:12.706;1:12.521;-;178
3894;14;60;39;1:12.829;1:12.714;-;178
3895;15;38;17;1:12.930;1:12.728;-;178
3896;16;136;43;1:13.179;-;-;178
3897;17;156;39;1:13.265;-;-;178
3898;18;115;48;1:13.323;-;-;178
3899;19;63;17;1:13.393;-;-;178
3900;20;127;37;БВ;-;-;178
3901;1;128;15;1:11.710;1:11.524;1:10.776;179
3902;2;17;31;1:11.950;1:11.514;1:10.857;179
3903;3;127;37;1:12.008;1:11.472;1:10.937;179
3904;4;144;31;1:11.835;1:11.740;1:10.996;179
3905;5;93;15;1:11.725;1:11.620;1:11.095;179
3906;6;99;37;1:12.459;1:11.434;1:11.116;179
3907;7;145;38;1:12.795;1:11.916;1:11.973;179
3908;8;78;16;1:12.577;1:12.141;1:12.084;179
3909;9;106;38;1:12.689;1:12.097;1:12.168;179
3910;10;83;16;1:12.702;1:12.395;1:12.671;179
3911;11;63;17;1:12.680;1:12.606;-;179
3912;12;136;43;1:12.587;1:12.635;-;179
3913;13;60;39;1:12.945;1:12.661;-;179
3914;14;1;30;1:12.979;1:12.856;-;179
3915;15;25;30;1:12.998;1:12.865;-;179
3916;16;32;43;1:13.047;-;-;179
3917;17;115;48;1:13.590;-;-;179
3918;18;112;48;1:13.643;-;-;179
3919;19;156;39;1:14.593;-;-;179
3920;20;38;17;БВ;-;-;179
3921;1;144;31;1:31.271;1:30.645;1:30.029;180
3922;2;17;31;1:31.776;1:31.227;1:30.147;180
3923;3;128;15;1:31.820;1:30.751;1:30.400;180
3924;4;127;37;1:31.531;1:30.818;1:30.705;180
3925;5;99;37;1:31.910;1:31.538;1:30.895;180
3926;6;93;15;1:31.567;1:30.772;1:31.057;180
3927;7;106;38;1:32.394;1:32.016;1:32.126;180
3928;8;60;39;1:32.538;1:32.055;1:32.635;180
3929;9;63;17;1:32.169;1:31.510;1:32.930;180
3930;10;38;17;1:32.083;1:31.472;БВ;180
3931;11;78;16;1:32.786;1:32.075;-;180
3932;12;145;38;1:32.949;1:32.115;-;180
3933;13;83;16;1:32.692;1:32.454;-;180
3934;14;32;43;1:32.447;1:32.460;-;180
3935;15;156;39;1:32.804;1:32.820;-;180
3936;16;1;30;1:32.976;-;-;180
3937;17;136;43;1:33.025;-;-;180
3938;18;25;30;1:33.162;-;-;180
3939;19;112;48;1:33.636;-;-;180
3940;20;115;48;1:33.729;-;-;180
3941;1;17;31;1:04.175;1:03.756;1:03.130;181
3942;2;144;31;1:04.080;1:03.577;1:03.149;181
3943;3;128;15;1:04.347;1:03.544;1:03.464;181
3944;4;93;15;1:04.234;1:03.975;1:03.660;181
3945;5;127;37;1:04.273;1:04.001;1:03.840;181
3946;6;38;17;1:04.242;1:04.059;1:03.892;181
3947;7;99;37;1:04.723;1:04.403;1:03.996;181
3948;8;63;17;1:04.460;1:04.291;1:04.051;181
3949;9;106;38;1:04.948;1:04.561;1:04.725;181
3950;10;145;38;1:04.864	;1:04.676;1:05.019;181
3951;11;78;16;1:05.148;1:04.845;-;181
3952;12;32;43;1:05.011;1:04.874;-;181
3953;13;60;39;1:04.967;1:04.979;-;181
3954;14;1;30;1:04.965;1:05.058;-;181
3955;15;115;48;1:05.264;1:05.286;-;181
3956;16;25;30;1:05.271;-;-;181
3957;17;83;16;1:05.279;-;-;181
3958;18;112;48;1:05.322;-;-;181
3959;19;136;43;1:05.366;-;-;181
3960;20;156;39;1:05.479;-;-;181
3961;1;144;31;1:26.818;1:26.256;1:25.892;182
3962;2;128;15;1:26.585;1:26.372;1:25.936;182
3963;3;93;15;1:27.549;1:26.483;1:25.990;182
3964;4;17;31;1:27.025;1:26.413;1:26.217;182
3965;5;127;37;1:27.309;1:27.013;1:26.602;182
3966;6;99;37;1:27.979;1:27.369;1:27.099;182
3967;7;63;17;1:28.143;1:27.730;1:27.244;182
3968;8;38;17;1:28.086;1:27.522;1:27.455;182
3969;9;60;39;1:27.962;1:27.790;1:27.879;182
3970;10;78;16;1:28.279;1:27.843;1:28.194;182
3971;11;145;38;1:28.017;1:27.901;-;182
3972;12;83;16;1:28.210;1:27.928;-;182
3973;13;1;30;1:28.187;1:28.139;-;182
3974;14;32;43;1:28.399;1:28.343;;182
3975;15;156;39;1:28.249;1:28.391;;182
3976;16;106;38;1:28.456;-;-;182
3977;17;25;30;1:29.096;-;-;182
3978;18;112;48;1:29.252;-;-;182
3979;19;115;48;БВ;-;-;182
3980;20;136;43;БВ;-;-;182
3981;1;128;15;1:12.538;1:12.505;1:11.212;183
3982;2;17;31;1:12.962;1:12.152;1:11.416;183
3983;3;93;15;1:12.505;1:12.336;1:11.547;183
3984;4;127;37;1:13.127;1:12.188;1:11.822;183
3985;5;63;17;1:13.105;1:12.523;1:12.200;183
3986;6;38;17;1:12.986;1:12.722;1:12.544;183
3987;7;145;38;1:13.479;1:12.946;1:12.560;183
3988;8;106;38;1:13.324;1:13.032;1:12.692;183
3989;9;60;39;1:13.077;1:12.995;1:12.717;183
3990;10;83;16;1:13.427;1:13.072;1:12.774;183
3991;11;1;30;1:13.614;1:13.657;-;183
3992;12;112;48;1:13.708;1:13.702;-;183
3993;13;156;39;1:13.562;1:13.736;-;183
3994;14;144;31;1:13.012;БВ;-;183
3995;15;99;37;1:13.318;БВ;-;183
3996;16;78;16;1:13.720;-;-;183
3997;17;32;43;1:13.749;-;-;183
3998;18;136;43;1:14.045;-;-;183
3999;19;115;48;1:14.206;-;-;183
4000;20;25;30;1:14.401;-;-;183
4001;1;144;31;1:17.419;1:31.242;1:35.658;184
4002;2;17;31;1:17.123;1:32.081;1:35.918;184
4003;3;93;15;1:17.526;1:32.762;1:36.186;184
4004;4;128;15;1:16.666;1:28.636;1:36.210;184
4005;5;106;38;1:17.829;1:30.771;1:36.743;184
4006;6;32;43;1:18.577;1:31.286;1:37.591;184
4007;7;127;37;1:16.940;1:31.178;1:38.032;184
4008;8;136;43;1:18.429;1:32.590;1:38.128;184
4009;9;63;17;1:18.314;1:32.968;1:39.858;184
4010;10;38;17;1:17.901;1:33.650;1:40.593;184
4011;11;1;30;1:18.208;1:35.214;;184
4012;12;99;37;1:18.540;1:36.442;;184
4013;13;145;38;1:17.905;1:36.506;;184
4014;14;156;39;1:18.641;1:37.075;;184
4015;15;115;48;1:18.560;БВ;;184
4016;16;25;30;1:18.782;;;184
4017;17;60;39;1:18.817;-;-;184
4018;18;78;16;1:19.142;-;-;184
4019;19;83;16;1:19.200;-;-;184
4020;20;112;48;1:19.301;-;-;184
4021;1;144;31;1:42.977;1:41.553;1:58.179;185
4022;2;128;15;1:43.035;1:41.501	;1:58.905;185
4023;3;78;36;1:44.003;1:43.302;2:01.851;185
4024;4;83;36;1:44.004;1:43.014;2:01.894;185
4025;5;38;17;1:43.597;1:43.042;2:02.122;185
4026;6;93;15;1:42.585;1:41.533;2:02.671;185
4027;7;127;37;1:43.199;1:42.191;2:02.769;185
4028;8;99;37;1:43.604;1:43.126;2:02.939;185
4029;9;63;17;1:43.834;1:43.320;2:04.933;185
4030;10;17;31;1:42.805;1:42.191;БВ;185
4031;11;32;43;1:44.221;1:43.844;-;185
4032;12;136;43;1:44.153;1:43.865;-;185
4033;13;60;39;1:43.654;1:44.062;-;185
4034;14;156;39;1:43.846;1:44.301;-;185
4035;15;145;38;1:44.145;БВ;-;185
4036;16;106;38;1:44.489;-;-;185
4037;17;1;30;1:44.917;-;-;185
4038;18;112;48;1:44.998;-;-;185
4039;19;115;48;1:45.134;-;-;185
4040;20;25;30;1:45.307;-;-;185
4041;1;93;15;1:20.722;1:19.846;1:19.119;186
4042;2;128;15;1:20.542;1:19.629;1:19.280;186
4043;3;144;31;1:20.810;1:19.798;1:19.294;186
4044;4;17;31;1:21.381;1:20.427;1:19.656;186
4045;5;127;37;1:21.381;1:20.333;1:20.615;186
4046;6;38;17;1:21.887;1:21.239;1:20.936;186
4047;7;106;38;1:21.732;1:21.552;1:21.041;186
4048;8;78;36;1:21.570;1:21.315;1:21.099;186
4049;9;32;43;1:21.834;1:21.667;1:21.350;186
4050;10;115;48;1:21.838;1:21.494;1:21.627;186
4051;11;63;17;1:21.783;1:21.669;-;186
4052;12;112;48;1:21.813;1:21.732;-;186
4053;13;1;30;1:21.850;1:22.568;-;186
4054;14;145;38;1:21.801;БВ;-;186
4055;15;99;37;1:21.280;БВ;-;186
4056;16;83;36;1:21.888;-;-;186
4057;17;60;39;1:21.889;-;-;186
4058;18;136;43;1:21.934;-;-;186
4059;19;156;39;1:22.048;-;-;186
4060;20;25;30;1:21.085;-;-;186
4061;1;144;31;1:39.403;1:37.344;1:36.015;187
4062;2;127;37;1:38.751;1:37.214;1:36.334;187
4063;3;128;15;1:38.218;1:37.876;1:36.628;187
4064;4;17;31;1:39.291;1:37.254;1:36.702;187
4065;5;93;15;1:38.534;1:37.194;1:36.794;187
4066;6;99;37;1:38.153;1:37.406;1:36.996;187
4067;7;83;36;1:38.814;1:38.342;1:37.985;187
4068;8;38;17;1:38.683;1:38.367;1:38.320;187
4069;9;78;36;1:38.912;1:38.534;1:38.365;187
4070;10;145;38;1:38.932;1:38.450;1:38.588;187
4071;11;1;30;1:39.022;1:38.641;-;187
4072;12;106;38;1:39.103;1:38.716;-;187
4073;13;60;39;1:39.206;1:38.747;-;187
4074;14;156;39;1:39.366;1:39.453;-;187
4075;15;32;43;1:39.614;1:39.691;-;187
4076;16;63;17;1:39.644;-;-;187
4077;17;136;43;1:39.809;-;-;187
4078;18;25;30;1:39.864;-;-;187
4079;19;112;48;1:41.263;-;-;187
4080;20;115;48;1:41.334;-;-;187
4081;1;17;31;1:32.964;1:32.744;1:31.387;188
4082;2;144;31;1:32.410;1:32.595;1:31.532	;188
4083;3;128;15;1:33.476;1:33.045;1:31.943;188
4084;4;93;15;1:33.341;1:33.065;1:32.237;188
4085;5;63;17;1:34.078;1:33.747;1:33.181;188
4086;6;78;36;1:34.290;1:33.596;1:33.413;188
4087;7;60;39;1:33.924;1:33.488;1:33.419;188
4088;8;83;36;1:34.084;1:33.923;1:33.563;188
4089;9;38;17;1:34.022;1:33.517;1:33.704;188
4090;10;156;39;1:34.170;1:33.995;1:35.196;188
4091;11;127;37;1:33.048;БВ;-;188
4092;12;99;37;1:33.247;БВ;-;188
4093;13;32;43;1:34.383;БВ;-;188
4094;14;106;38;1:34.626;БВ;-;188
4095;15;145;38;1:34.655;БВ;-;188
4096;16;136;43;1:35.037;-;-;188
4097;17;1;30;1:35.504;-;-;188
4098;18;112;48;1:35.612;-;-;188
4099;19;25;30;1:35.977;-;-;188
4100;20;115;48;1:36.437;-;-;188
4101;1;144;31;1:28.702;1:28.017;1:27.760;189
4102;2;17;31;1:29.297;1:27.987;1:28.059;189
4103;3;127;37;1:29.480;1:28.849;1:29.057;189
4104;4;93;15;1:29.631;1:28.595;1:29.521;189
4105;5;38;17;1:29.724;1:29.678;1:29.761;189
4106;6;136;43;1:30.248;1:29.848;1:30.023;189
4107;7;32;43;1:30.137;1:29.810;1:30.093;189
4108;8;78;36;1:29.899;1:29.538;1:30.126;189
4109;9;128;15;1:29.049;1:28.279;1:32.192;189
4110;10;83;36;1:30.247;1:29.567;1:37.229;189
4111;11;60;39;1:29.706;1:29.864;-;189
4112;12;63;17;1:30.219;1:30.226;-;189
4113;13;106;38;1:30.236;1:30.490;-;189
4114;14;115;48;1:30.317;1:30.714;-;189
4115;15;99;37;1:29.806;БВ;-;189
4116;16;145;38;1:30.361;-;-;189
4117;17;112;48;1:30.372;-;-;189
4118;18;1;30;1:30.573;-;-;189
4119;19;25;30;1:31.041;-;-;189
4120;20;156;39;1:31.213;-;-;189
4121;1;144;31;1:34.130;1:33.480;1:32.237;190
4122;2;128;15;1:34.569;1:33.079;1:32.298;190
4123;3;93;15;1:34.703;1:32.884;1:32.307;190
4124;4;17;31;1:34.518;1:33.702;1:32.616;190
4125;5;99;37;1:34.755;1:34.185;1:33.494;190
4126;6;78;36;1:34.876;1:34.522;1:34.145;190
4127;7;145;38;1:34.932;1:34.564;1:34.215;190
4128;8;38;17;1:34.892;1:34.255;1:34.250;190
4129;9;60;39;1:35.069;1:34.255;1:34.420;190
4130;10;83;36;1:35.193;1:34.525;1:34.594;190
4131;11;106;38;1:34.891;1:34.566;-;190
4132;12;63;17;1:34.972;1:34.732;-;190
4133;13;32;43;1:34.850;БВ;-;190
4134;14;136;43;1:35.206;БВ;-;190
4135;15;127;37;1:34.766;БВ;-;190
4136;16;1;30;1:35.294;-;-;190
4137;17;112;48;1:35.362;-;-;190
4138;18;115;48;1:35.480;-;-;190
4139;19;156;39;1:35.536;-;-;190
4140;20;25;30;1:35.735;-;-;190
4141;1;99;37;1:15.866;1:15.845;1:14.759;191
4142;2;127;37;1:15.756;1:15.640;1:14.785;191
4143;3;144;31;1:15.673;1:15.644;1:14.894;191
4144;4;128;15;1:16.089;1:15.715;1:14.970;191
4145;5;17;31;1:15.580;1:15.923;1:15.160;191
4146;6;93;15;1:16.446;1:15.996;1:15.330;191
4147;7;145;38;1:16.498;1:16.126;1:15.827;191
4148;8;106;38;1:16.813;1:16.188;1:16.084;191
4149;9;60;39;1:16.862;1:16.320;1:16.189;191
4150;10;156;39;1:16.701;1:16.633;1:16.513;191
4151;11;78;36;1:16.252;1:16.844;-;191
4152;12;1;30;1:16.857;1:16.871;-;191
4153;13;83;36;1:16.242;1:17.167;-;191
4154;14;136;43;1:16.682;1:17.184;-;191
4155;15;32;43;1:16.828;БВ;-;191
4156;16;38;17;1:16.911;-;-;191
4157;17;25;30;1:16.966;-;-;191
4158;18;63;17;1:17.599;-;-;191
4159;19;115;48;1:17.689;-;-;191
4160;20;112;48;1:17.886;-;-;191
4161;1;144;31;1:08.464;1:07.795;1:07.281;192
4162;2;128;15;1:08.452;1:07.776;1:07.374;192
4163;3;17;31;1:08.492;1:07.727;1:07.441;192
4164;4;93;15;1:08.452;1:08.028;1:07.456;192
4165;5;127;37;1:08.205;1:08.017;1:07.778;192
4166;6;99;37;1:08.544;1:08.055;1:07.780;192
4167;7;156;39;1:08.754;1:08.579;1:08.296;192
4168;8;60;39;1:08.667;1:08.335;1:08.492;192
4169;9;38;17;1:08.735;1:08.239;1:08.517;192
4170;10;32;43;1:09.046;1:08.616;1:09.029;192
4171;11;63;17;1:08.474;1:08.616;-;192
4172;12;83;36;1:09.217;1:08.741;-;192
4173;13;78;36;1:09.264;1:08.770;-;192
4174;14;145;38;1:09.009;1:08.834;-;192
4175;15;112;48;1:09.259;1:10.381;-;192
4176;16;106;38;1:09.269;-;-;192
4177;17;136;43;1:09.280;-;-;192
4178;18;1;30;1:09.402;-;-;192
4179;19;115;48;1:09.441;-;-;192
4180;20;25;30;1:09.601;-;-;192
4181;1;144;31;1:36.828;1:35.693;1:34.794;193
4182;2;17;31;1:36.789;1:36.392;1:34.956;193
4183;3;128;15;1:36.775;1:36.345;1:35.125;193
4184;4;93;15;1:37.010;1:36.735;1:35.365;193
4185;5;99;37;1:37.117;1:36.964;1:35.401;193
4186;6;127;37;1:37.195;1:36.144;1:35.589;193
4187;7;38;17;1:37.575;1:36.732;1:36.192;193
4188;8;60;39;1:37.124;1:36.580;1:36.237;193
4189;9;78;36;1:36.936;1:36.814;1:36.540;193
4190;10;145;38;1:37.569;1:36.630;1:36.542;193
4191;11;106;38;1:37.757;1:36.982;-;193
4192;12;156;39;1:37.619;1:37.132;-;193
4193;13;63;17;1:37.934;1:37.309;-;193
4194;14;83;36;1:37.255;1:37.541;-;193
4195;15;1;30;1:37.890;1:37.743;-;193
4196;16;136;43;1:37.994;-;-;193
4197;17;32;43;1:38.166;-;-;193
4198;18;25;30;1:38.577;-;-;193
4199;19;112;48;1:38.635;-;-;193
4200;20;115;48;1:38.682;-;-;193
4201;1;144;31;1:22.043;1:21.014;1:20.486;194
